100-99:
1	3	2	3	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	100-100:
0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	100-200:
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	100-500:
0	2	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	100-1000:
0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	100-2000:
0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	100-4000:
0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	100-4950:
0	1	0	0	0	1	0	3	0	1	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1000-999:
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000-1000:
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1000-2000:
0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1000-5000:
0	1	1	1	0	1	1	1	0	1	1	1	0	2	0	2	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1000-10000:
0	3	1	1	0	3	1	1	0	2	1	1	0	6	1	1	0	2	1	1	0	3	0	1	0	2	1	8	0	2	1	1	0	3	0	1	0	2	1	1	1000-50000:
0	17	3	5	0	21	3	5	0	18	3	4	0	26	4	6	0	21	3	27	0	17	3	4	0	23	3	6	0	16	3	4	0	22	4	15	0	17	3	3	1000-100000:
0	48	8	34	0	55	9	40	0	77	9	40	0	47	8	35	0	57	8	41	0	75	9	42	0	51	9	42	0	55	8	39	0	72	9	39	0	48	8	40	1000-200000:
0	127	12	24	0	106	8	15	0	128	17	56	0	132	13	85	0	129	10	18	0	134	7	15	0	127	16	56	0	115	14	84	0	127	11	16	0	118	6	14	1000-400000:
0	381	20	45	0	326	14	107	0	300	29	127	0	293	32	93	0	347	20	36	0	478	28	103	0	306	17	145	0	324	22	81	0	340	30	50	0	345	16	124	1000-499500:
0	421	33	153	0	476	23	58	0	379	36	92	0	390	20	118	0	386	21	126	0	390	20	236	0	432	17	278	0	477	23	127	0	468	20	138	0	451	26	139	
